Artist,Track,Year,Chords
K-Ci & JoJo,Life,1999,"['Dm', 'C', 'G', 'C', 'G/B', 'Am', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'Am', 'Dm', 'F', 'G', 'Dm', 'C', 'G', 'C', 'Am', 'Dm', 'C', 'G', 'C', 'Am', 'Dm', 'C', 'G', 'Em', 'Am', 'F', 'G', 'C', 'G/B', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'Dm', 'C', 'G', 'C', 'Am', 'Dm', 'C', 'G', 'C', 'Am', 'Dm', 'C', 'G', 'Em', 'Am', 'F', 'G', 'C', 'G/B', 'Am', 'F', 'G', 'Dm', 'G', 'C', 'G/B', 'Am', 'Dm', 'G', 'C', 'G/B', 'Am', 'Dm', 'G', 'C', 'G/B', 'Am', 'Dm', 'G', 'C', 'G/B', 'Am', 'F', 'G', 'C', 'G/B', 'Am', 'F', 'G', 'C', 'G/B', 'Am', 'Dm', 'C', 'G', 'C', 'Am', 'Dm', 'C', 'G', 'C', 'Am', 'Dm', 'C', 'G', 'G/B', 'Am', 'F']"
Sisqo,Thong Song,2000,"['F#m', 'C#m', 'F#m', 'C#M', 'F#m', 'C#m', 'F#m', 'C#m', 'F#m', 'C#m', 'Dm']"
Faith Hill,Breathe,2000,"['Am7', 'G/B', 'C(9)', 'G/B', 'Am7', 'G/B', 'C(9)', 'Am7', 'G/B', 'C(9)', 'G/B', 'Am7', 'G/B', 'C(9)', 'Am7', 'G/B', 'C(9)', 'G/B', 'Am7', 'Dsus', 'Am7', 'G/B', 'C(9)', 'G/B', 'Am7', 'G/B', 'C(9)', 'Am7', 'G/B', 'C(9)', 'G/B', 'Am7', 'D', 'D7', 'G', 'Am7', 'C(9)', 'D7sus', 'D7', 'G', 'Am7', 'C(9)', 'D7sus', 'D7', 'G', 'Am7', 'C(9)', 'G/B', 'Am7', 'D7sus', 'D7', 'C(9)', 'G/B', 'Am7', 'D7sus', 'G', 'Am7', 'C(9)', 'Dsus', 'D', 'G', 'Am7', 'C(9)', 'Dsus', 'G', 'Am7', 'C(9)', 'G/B', 'Am7', 'D7sus', 'D7', 'C(9)', 'G/B', 'Am7', 'D7sus', 'G', 'Am7', 'C(9)', 'G/B', 'Am7', 'G/B', 'C(9)', 'G/B', 'Am7', 'G/B', 'C(9)', 'Am7', 'G/B', 'C(9)', 'G/B', 'Am7', 'G/B', 'C(9)', 'Am7', 'G/B', 'C(9)', 'G/B', 'Am7', 'D', 'D7']"
Aaliyah,Try Again,2000,"['Am', 'Em', 'Am', 'Em', 'Am', 'Em', 'Am', 'Em']"
Britney Spears,Oops!...I Did It Again,2000,"['Am', 'E', 'Am', 'G', 'C', 'G', 'C', 'G', 'Am', 'E', 'Am', 'G', 'C', 'G', 'E', 'Am', 'E', 'C', 'G', 'E', 'Am', 'E', 'Am', 'G', 'C', 'G', 'C', 'E/G', 'Am', 'E', 'Am', 'G', 'C', 'E', 'G', 'Am', 'E', 'Am', 'G', 'C', 'E', 'Am', 'Am', 'E', 'Am', 'G', 'C', 'G', 'E', 'Am', 'E', 'C', 'G', 'E', 'Am', 'E', 'Am', 'G', 'C', 'G', 'C', 'E/G', 'Am', 'E', 'Am', 'G', 'C', 'E', 'G']"
Macy Gray,I Try,2000,"['E', 'Fdim', 'Fdim', 'Csus4', 'D', 'D', 'A', 'Em', 'D', 'A', 'Em7', 'G', 'F#m7', 'Em7', 'A', 'D', 'Asus', 'Em7', 'G', 'A', 'D', 'Asus', 'Em7', 'G', 'D', 'A', 'Em', 'D', 'A', 'Em7', 'G', 'F#m7', 'Em7', 'A', 'D', 'Asus', 'Em7', 'G', 'A', 'D', 'Asus', 'Em7', 'G', 'Fmaj7', 'Am7', 'Fmaj7', 'Em7', 'C7', 'Bm7', 'Em', 'G', 'F#m7', 'Em', 'A', 'Bb', 'Eb', 'Bbsus', 'Fm7', 'Ab', 'Bb', 'Eb', 'Bb', 'Fm7', 'Ab', 'Eb', 'Bb', 'Fm7', 'Ab', 'Bb', 'Bb', 'Fm7', 'Ab', 'Eb']"
Joe,I Wanna Know,2000,"['Bmaj7', 'Bbm7', 'Abm7', 'Gb', 'Bmaj7', 'Bbm7', 'Abm7', 'Gb', 'Bmaj7', 'Bbm7', 'Abm7', 'Gb', 'Bmaj7', 'Bbm7', 'Abm7', 'Gb', 'Bmaj7', 'Bbm7', 'Abm7', 'Gb', 'Bmaj7', 'Bbm7', 'Abm7', 'Gb', 'Bmaj7', 'Bbm7', 'Abm7', 'Gb', 'Ebm', 'Dbsus4', 'Ab/C', 'Ab/C', 'Bmaj7', 'Bbm7', 'Abm7', 'Gb', 'Bmaj7', 'Bbm7', 'Abm7', 'Gb', 'Bmaj7', 'Bbm7', 'Abm7', 'Gb', 'Bmaj7', 'Bbm7', 'Abm7', 'Gb', 'Bmaj7', 'Bbm7', 'Abm7', 'Gb', 'Bmaj7', 'Bbm7', 'Abm7', 'Gb', 'Bmaj7', 'Bbm7', 'Abm7', 'Gb', 'Ebm', 'Dbsus4', 'Ab/C', 'Ab/C', 'Bmaj7', 'Bmaj7', 'Bbm7', 'Bbm7', 'Abm7', 'Abm7', 'Gb', 'Gb', 'Bmaj7', 'Bmaj7', 'Bbm7', 'Bbm7', 'Abm7', 'Abm7', 'Gb', 'Gb', 'Bmaj7', 'Bbm7', 'Abm7', 'Gb', 'Bmaj7', 'Bbm7', 'Abm7', 'Gb', 'Bmaj7', 'Bbm7', 'Abm7', 'Gb', 'Bmaj7', 'Bbm7', 'Abm7', 'Gb', 'Ebm', 'Dbsus4', 'Ab/C', 'Ab/C', 'Bmaj7', 'Bmaj7', 'Bbm7', 'Bbm7', 'Abm7', 'Abm7', 'Gb', 'Gb', 'Bmaj7', 'Bmaj7', 'Bbm7', 'Bbm7', 'Abm7', 'Abm7', 'Gb', 'Gb', 'Bmaj7', 'Bbm7', 'Abm7', 'Gb', 'Bmaj7', 'Bbm7', 'Abm7', 'Gb', 'Bmaj7', 'Bbm7', 'Abm7', 'Gb', 'Ebm', 'Dbsus4', 'Ab/C', 'Ab/C', 'Bmaj7', 'Bbm7', 'Abm7', 'Gb', 'Bmaj7', 'Bbm7', 'Abm7', 'Gb', 'Bmaj7', 'Bbm7', 'Abm7', 'Gb', 'Ebm', 'Dbsus4', 'Ab/C', 'Ab/C']"
Creed,Higher,2000,"['D', 'A', 'G', 'D', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'F#', 'G', 'F#', 'G', 'D', 'A', 'G', 'D', 'G', 'D', 'D', 'A', 'G', 'D', 'G', 'D', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'F#m', 'F#', 'G', 'F#', 'G', 'D', 'A', 'G', 'D', 'G', 'D', 'D', 'A', 'G', 'D', 'G', 'D', 'F#', 'G', 'F#', 'G', 'D', 'A', 'G', 'D', 'D', 'A', 'G', 'D', 'D', 'A', 'G', 'D', 'D', 'A', 'G', 'D', 'D', 'A', 'G', 'D', 'D', 'A', 'G', 'D', 'G', 'D', 'D', 'A', 'G', 'D', 'G', 'D', 'G', 'D', 'A', 'G', 'D', 'G', 'D', 'D', 'A', 'G', 'D', 'G', 'D']"
P!nk,There You Go,2000,"['Cm', 'Bb', 'Eb', 'Ab', 'Eb', 'Bb', 'Ab', 'Bb', 'Ab', 'Cm', 'Bb', 'Eb', 'Ab', 'Bb', 'Ab', 'Bb', 'Ab', 'Ab', 'Cm', 'Bb', 'Eb', 'Ab', 'Eb', 'Ab', 'Eb', 'Bb', 'Ab', 'Cm', 'Ab', 'Eb', 'Cm', 'Ab', 'Eb', 'Cm', 'Ab', 'Eb', 'Cm', 'Cm', 'Ab', 'Eb', 'Cm', 'Bb', 'Eb', 'Ab', 'Eb', 'Bb', 'Ab', 'Bb', 'Ab', 'Cm', 'Bb', 'Eb', 'Ab', 'Eb', 'Bb', 'Ab', 'Ab', 'Cm', 'Bb', 'Eb', 'Ab', 'Eb', 'Ab', 'Eb', 'Bb', 'Ab', 'Cm', 'Ab', 'Eb', 'Cm', 'Ab', 'Eb', 'Cm', 'Ab', 'Eb', 'Cm', 'Cm', 'Ab', 'Eb', 'Cm', 'Ab', 'Eb', 'Cm', 'Ab', 'Eb', 'Cm', 'Ab', 'Eb', 'Cm', 'Ab', 'Cm', 'Ab', 'Eb', 'Cm', 'Ab', 'Eb', 'Cm', 'Ab', 'Eb', 'Cm', 'Cm', 'Ab', 'Eb', 'Cm', 'Ab', 'Eb', 'Cm', 'Cm', 'Ab', 'Eb']"
'N Sync,It's Gonna Be Me,2000,"['Am', 'G', 'Em', 'F', 'Am', 'G', 'Em', 'F', 'Am', 'G', 'Em', 'F', 'G', 'Am', 'G', 'G', 'F', 'G', 'Em', 'Am', 'F', 'G', 'Am', 'G', 'F', 'G', 'Em', 'Am', 'F', 'G', 'Am', 'Am', 'G', 'Em', 'F', 'Am', 'G', 'Em', 'F', 'Am', 'G', 'F', 'F', 'G', 'Am', 'G', 'G#', 'F', 'G', 'Em', 'Am', 'F', 'G', 'Am', 'G', 'F', 'G', 'Em', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Em', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Em', 'Am', 'F', 'G', 'Am', 'G', 'F', 'G', 'Em', 'Am', 'F', 'G', 'F', 'G', 'Em', 'Am', 'F', 'G', 'Am', 'G', 'F', 'G', 'Em', 'Am', 'F', 'G', 'Am', 'G', 'F', 'G', 'Em', 'Am', 'F', 'G', 'Am', 'G', 'F', 'G', 'Em', 'Am', 'F', 'G', 'Am']"
'N Sync,Bye Bye Bye,2000,"['G#m', 'F#', 'E', 'F#', 'G#m', 'G#m', 'F#', 'C#m', 'E', 'G#m', 'F#', 'C#m', 'E', 'F#', 'E', 'F#', 'G#m', 'F#', 'E', 'C#m', 'F#', 'G#m', 'F#', 'E', 'C#m', 'F#', 'G#m', 'G#m', 'F#', 'C#m', 'E', 'G#m', 'F#', 'C#m', 'E', 'F#', 'E', 'F#', 'G#m', 'F#', 'E', 'C#m', 'F#', 'G#m', 'F#', 'E', 'C#m', 'F#', 'G#m', 'G#m', 'G#m', 'F#', 'E', 'C#m', 'F#', 'G#m', 'F#', 'E', 'C#m', 'F#', 'G#m', 'G#m', 'F#', 'E', 'C#m', 'F#', 'G#m', 'F#', 'E', 'C#m', 'F#', 'G#m']"
Lonestar,Amazed,2000,"['G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'Bb', 'F', 'Gm', 'Eb', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'Eb', 'F', 'G', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'Bb', 'F', 'Gm', 'Eb', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'Eb', 'F', 'G', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'Eb', 'F', 'G']"
Santana Featuring Rob Thomas,Smooth,2000,"['Am', 'F', 'E7', 'Dm7', 'Dm7/C', 'Bm7b5', 'E/G#', 'G7', 'F#7sus4', 'AM', 'F', 'E7', 'Am', 'F', 'E7', 'Am', 'F', 'E7', 'Dm7', 'Dm7/C', 'Bm7b5', 'E/G#', 'Am', 'F', 'E7', 'Am', 'F', 'E7', 'Am', 'F', 'E7', 'Dm7', 'Dm7/C', 'Bm7b5', 'E/G#', 'Am', 'F', 'E7', 'Am', 'F', 'E7', 'Am', 'F', 'E7', 'Am', 'F', 'E7', 'Dm7', 'Dm7/C', 'Bm7b5', 'G7', 'F#7sus4', 'E7', 'Am', 'F', 'E7', 'Am', 'F', 'E7', 'Am', 'F', 'E7', 'Dm7', 'E7', 'AM', 'F', 'E7', 'Am', 'F', 'E7', 'Am', 'F', 'E7', 'Dm7', 'DM7/C', 'Bm7b5', 'E/G#', 'Am', 'F', 'E7', 'Am', 'F', 'E7', 'Am', 'F', 'E7', 'Dm7', 'Dm7/C', 'Bm7b5', 'E/G#', 'Am', 'F', 'E7', 'AM', 'F', 'E7', 'Dm7', 'Dm7/C', 'Bm7b5', 'G7', 'F#7sus4', 'E7']"
BBMak,Back Here,2000,"['C/G', 'D', 'C', 'Am', 'Em/G', 'Em/G', 'C/G', 'D', 'G/D', 'Em/G', 'C/G', 'D', 'G/D', 'C/G', 'D', 'G', 'C', 'D', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'G', 'Am', 'Em', 'D', 'Am', 'Em', 'D', 'C/G', 'D', 'G', 'C', 'D']"
Chad Brock,Yes!,2000,"['D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'F#m', 'Bm', 'G', 'A', 'D', 'F#m', 'Bm', 'G', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'F#m', 'Bm', 'G', 'D', 'F#m', 'Bm', 'G', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'A', 'G', 'A', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D']"
Westlife,Swear It Again,2000,"['G', 'D', 'C', 'G', 'D', 'F', 'C', 'G', 'D', 'F', 'C', 'Am', 'G', 'D', 'G', 'D', 'C', 'D', 'G', 'Em', 'C', 'F', 'D', 'G', 'Em', 'C', 'F', 'D', 'G', 'D', 'C', 'G', 'D', 'F', 'C', 'G', 'D', 'F', 'C', 'Am', 'G', 'D', 'G', 'D', 'C', 'D', 'G', 'Em', 'C', 'F', 'D', 'G', 'Em', 'C', 'F', 'D', 'Am', 'G', 'C', 'Am', 'G', 'C', 'Am', 'G', 'C', 'A', 'D', 'G', 'Em', 'C', 'F', 'D', 'G', 'Em', 'C', 'F', 'D', 'G', 'D', 'C', 'G', 'D', 'C', 'G']"
Nine Days,Absolutely (Story Of A Girl),2000,"['Csus2', 'G', 'A7sus4', 'D', 'Bm', 'Em', 'Dsus4/F#', 'Csus2', 'G', 'A7sus4', 'D', 'Bm', 'Csus2', 'A7sus4', 'G', 'D', 'Csus2', 'G', 'D', 'Csus2', 'Bm', 'Csus2', 'G', 'D', 'Bm', 'Csus2', 'G', 'D', 'Bm', 'Csus2', 'G', 'D', 'Bm', 'Csus2', 'G', 'D', 'Em', 'Dsus4/F#', 'G', 'A7sus4', 'Em', 'Dsus4/F#', 'A7sus4', 'Csus2', 'G', 'A7sus4', 'D', 'Bm', 'Csus2', 'A7sus4', 'G', 'D', 'Csus2', 'G', 'D', 'Csus2', 'Bm', 'Csus2', 'G', 'D', 'Bm', 'Csus2', 'G', 'D', 'Bm', 'Csus2', 'G', 'D', 'Bm', 'Csus2', 'G', 'D', 'Em7', 'Dsus4/F#', 'G', 'A7sus4', 'Em7', 'Dsus4/F#', 'A7sus4', 'Csus2', 'G', 'A7sus4', 'D', 'Bm', 'Csus2', 'A7sus4', 'G', 'D', 'Csus2', 'G', 'D', 'Csus2', 'Bm', 'Csus2', 'G', 'D', 'Em7', 'Dsus4/F#', 'G', 'A7sus4', 'Em7', 'Dsus4/F#', 'A7sus4', 'Csus2', 'G', 'A7sus4', 'D', 'Bm', 'Csus2', 'A7sus4', 'Csus2', 'G', 'A7sus4', 'D', 'Bm', 'Csus2', 'A7sus4', 'Csus2', 'G', 'A7sus4', 'D', 'Bm', 'Csus2', 'A7sus4', 'G', 'D', 'Csus2', 'G', 'D', 'Csus2', 'G', 'D', 'Csus2', 'G']"
Andy Griggs,She's More,2000,"['G', 'D', 'G', 'D', 'G', 'D', 'G7', 'C', 'G', 'Em', 'Am7', 'D', 'G', 'D', 'G7', 'C', 'G', 'Em', 'Am7', 'D', 'C', 'D', 'G', 'Em', 'Am7', 'G', 'Dsus', 'D', 'G', 'G', 'D', 'G7', 'C', 'G', 'Em', 'Am7', 'D', 'G', 'D', 'G7', 'D', 'Am7', 'G', 'Dsus', 'D', 'Em', 'C', 'G', 'Am', 'G', 'C', 'D']"
Vitamin C,Graduation (Friends Forever),2000,"['C', 'G', 'Am', 'E', 'F', 'C', 'F', 'G', 'C', 'G', 'Am', 'E', 'F', 'C', 'F', 'G', 'C', 'G', 'Am', 'E', 'F', 'C', 'F', 'G', 'C', 'G', 'Am', 'E', 'F', 'C', 'F', 'G', 'C', 'G', 'Am', 'E', 'F', 'C', 'F', 'G', 'C', 'G', 'Am', 'E', 'F', 'C', 'F', 'G', 'C', 'G', 'Am', 'E', 'F', 'C', 'F', 'G', 'C', 'G', 'Am', 'E', 'F', 'C', 'F', 'G', 'C', 'G', 'Am', 'E', 'F', 'C', 'F', 'G', 'C', 'G', 'Am', 'E', 'F', 'C', 'F', 'G', 'C', 'G', 'Am', 'E', 'F', 'C', 'F', 'G', 'C', 'G', 'Am', 'E', 'F', 'C', 'F', 'G', 'C', 'G', 'Am', 'E', 'F', 'C', 'F', 'G', 'C', 'G', 'Am', 'E', 'F', 'C', 'F', 'G', 'Cm', 'Cm/A#', 'G#', 'Gm', 'Fm', 'D#', 'G#', 'G', 'C', 'C', 'G', 'Am', 'E', 'F', 'C', 'F', 'G', 'C', 'G', 'Am', 'E', 'F', 'C', 'F', 'G', 'C', 'G', 'Am', 'E', 'F', 'C', 'F', 'G', 'C', 'G', 'Am', 'E', 'F', 'C', 'F', 'G', 'C', 'G', 'Am', 'E', 'F', 'C', 'F', 'G', 'C', 'G', 'Am', 'E', 'F', 'C', 'F', 'G', 'C', 'G', 'Am', 'E', 'F', 'C', 'F', 'G', 'C', 'G', 'Am', 'E', 'F', 'C', 'F', 'G', 'C', 'G', 'Am', 'E', 'F', 'C', 'F', 'G', 'C']"
Jagged Edge,Let's Get Married,2000,"['G', 'C', 'G', 'G', 'C', 'G', 'C', 'G', 'C', 'D', 'Dsus4', 'D', 'G', 'C', 'D', 'C', 'D', 'G', 'C', 'D', 'C', 'Cm', 'D', 'G', 'C', 'D', 'G', 'C', 'G', 'D', 'G', 'C', 'D', 'C', 'D', 'G', 'C', 'D', 'C', 'Cm', 'D', 'G', 'C', 'D', 'G', 'D', 'G', 'C', 'D', 'G', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'Em', 'Am', 'C', 'D', 'G', 'C', 'D', 'G', 'D', 'G', 'C', 'D', 'G', 'C', 'G']"
Next,Wifey,2000,"['F', 'F', 'F', 'Gm', 'Gm', 'F', 'F', 'Gm', 'Gm', 'F', 'F', 'Gm', 'Gm', 'F', 'F', 'Gm', 'Gm', 'F', 'Gm', 'Eb', 'F', 'Gm', 'Eb', 'F', 'F', 'F', 'F', 'Gm', 'Gm', 'F', 'F', 'Gm', 'Gm', 'F', 'F', 'Gm', 'Gm', 'F', 'F', 'Gm', 'Eb', 'F', 'Gm', 'Eb', 'F', 'Gm', 'Eb', 'F', 'F', 'F', 'F', 'Gm', 'Gm', 'F', 'F', 'Gm', 'Gm', 'F', 'Gm', 'Gm', 'F', 'Gm', 'Eb', 'F', 'F', 'F', 'Gm', 'Gm', 'F', 'F', 'Gm', 'Gm', 'F', 'F', 'Gm', 'Gm', 'F', 'F', 'Gm', 'Eb', 'Gm', 'F', 'F', 'F', 'Gm', 'Gm', 'F', 'F', 'Gm', 'Gm', 'Eb']"
Kenny Chesney,What I Need To Do,2000,"['G', 'Cadd9', 'G', 'Cadd9', 'G', 'Cadd9', 'G', 'Cadd9', 'Em', 'D', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'G', 'G', 'D', 'C', 'G', 'D', 'C', 'G']"
Mya Featuring Jadakiss,Best Of Me,2000,"['Dm', 'Am']"
Tim McGraw,Some Things Never Change,2000,"['Dsus2', 'D', 'A', 'G', 'D', 'Dsus2', 'D', 'A', 'G', 'D', 'G', 'D', 'Dsus2', 'D', 'A', 'G', 'Bm', 'G', 'D', 'D', 'G', 'Em7', 'D', 'Em7', 'G/B', 'D', 'D', 'G', 'Em7', 'Bm', 'G', 'Em7', 'D', 'G', 'Em7', 'D', 'G', 'Em7', 'D', 'D', 'G', 'Em7', 'Bm', 'G', 'Em7', 'D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'G', 'Em7', 'D', 'G', 'Em7', 'D', 'D', 'G', 'Em7', 'Bm', 'G', 'Em7', 'D', 'G', 'Em7', 'D', 'G', 'Em7', 'D', 'G', 'Em7', 'Bm', 'G', 'Em7', 'D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'G', 'Em7', 'D', 'Em7', 'D', 'D', 'G', 'Em7', 'Bm', 'G', 'Em7', 'D', 'D', 'G', 'Em7', 'D', 'G', 'Em7', 'D', 'G', 'Em7', 'D', 'G', 'Em7', 'D', 'G', 'Em7', 'Bm', 'G', 'Em7', 'D']"
LeAnn Rimes,I Need You,2000,"['G', 'D', 'C', 'G', 'D', 'C', 'G', 'C', 'G', 'C', 'Am', 'Em', 'Am', 'C', 'D', 'G', 'D', 'C', 'G', 'D', 'C', 'Am', 'Em', 'C', 'D', 'G', 'D', 'C', 'Am', 'C', 'D', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C']"
Trace Adkins,More,2000,"['E', 'B', 'A', 'C#m', 'B', 'E', 'C#m', 'B', 'E', 'C#m', 'B', 'E', 'A', 'E', 'B', 'E', 'B', 'C#m', 'A', 'E', 'B', 'A', 'E', 'B', 'C#m', 'A', 'E', 'A', 'E', 'B', 'A', 'B', 'E', 'C#m', 'B', 'E', 'C#m', 'B', 'E', 'C#m', 'B', 'E', 'A', 'E', 'B', 'E', 'B', 'C#m', 'A', 'E', 'B', 'A', 'E', 'B', 'C#m', 'A', 'E', 'A', 'E', 'B', 'A', 'B', 'E', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'E', 'B', 'C#m', 'A', 'E', 'A', 'E', 'B', 'A', 'B', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E']"
Reba McEntire,I'll Be,2000,"['G', 'Am7', 'Fadd9', 'Dm', 'Gsus4', 'G', 'Am7', 'F', 'Dm', 'Gsus4', 'G', 'Am7', 'F', 'Dm', 'Gsus4', 'G', 'Em7', 'Fadd9', 'Dm7', 'Gsus4', 'G', 'C', 'G/B', 'Am', 'E7', 'Am7', 'C', 'G', 'C', 'G/B', 'Am', 'E7', 'Am7', 'Bb', 'C/G', 'G', 'C', 'Am7', 'F', 'Dm', 'Gsus4', 'G', 'Am7', 'F', 'Dm', 'Gsus4', 'G', 'Em7', 'Fadd9', 'Dm7', 'Gsus4', 'G', 'C', 'G/B', 'Am', 'E7', 'Am7', 'C', 'G', 'C', 'G/B', 'Am', 'E7', 'Am7', 'Bb', 'C/G', 'G', 'C', 'Em7', 'Fadd9', 'Em7', 'Fadd9', 'Gsus4', 'G', 'C', 'G/B', 'Am', 'E7', 'Am7', 'C', 'G', 'C', 'G/B', 'Am', 'E7', 'Am7', 'Bb', 'C/G', 'G', 'C', 'Em7', 'F', 'G', 'C', 'Em7', 'F', 'Gsus4', 'G', 'C']"
Splender,I Think God Can Explain,2000,"['Cadd9', 'D', 'Em', 'Cadd9', 'D', 'Em', 'Cadd9', 'D', 'Em', 'D/F#', 'G', 'Cadd9', 'D', 'Em', 'Cadd9', 'D', 'Em', 'D/F#', 'G', 'Am', 'D', 'G', 'G/C', 'G/B', 'Am', 'D', 'G', 'G/C', 'G/B', 'Am', 'D', 'G', 'G/C', 'G/B', 'Am', 'D', 'G', 'G/C', 'G/B', 'Cadd9', 'D', 'Em', 'Cadd9', 'D', 'Em', 'D/F#', 'G', 'Cadd9', 'D', 'Em', 'Cadd9', 'D', 'Em', 'D/F#', 'G', 'Am', 'D', 'G', 'G/C', 'G/B', 'Am', 'D', 'G', 'G/C', 'G/B', 'Am', 'D', 'G', 'G/C', 'G/B', 'Am', 'D', 'G', 'G/C', 'G/B', 'F', 'G', 'F', 'G', 'F', 'G', 'F', 'C', 'C/B', 'Am', 'G', 'F', 'F', 'F', 'F', 'Am', 'D', 'G', 'G/C', 'G/B', 'Am', 'D', 'G', 'G/C', 'G/B', 'Am', 'D', 'G', 'G/C', 'G/B', 'Am', 'D', 'G', 'G/C', 'G/B', 'Cadd9', 'D', 'Em', 'Cadd9', 'D', 'Em', 'Cadd9', 'D', 'C/B', 'Am', 'G', 'F']"
Eric Heatherly,Flowers On The Wall,2000,"['G#', 'B', 'G#', 'C#', 'F#', 'B', 'G#', 'C#', 'F#', 'E', 'F#', 'E', 'F#', 'B', 'G#', 'C#', 'F#', 'B', 'G#', 'C#', 'F#', 'B', 'G#', 'C#', 'F#', 'B', 'G#', 'C#', 'F#']"
Elton John,Someday Out Of The Blue,2000,"['G', 'D', 'Em', 'Em', 'D', 'G', 'D', 'C', 'C', 'D', 'Bm', 'C', 'Em', 'D', 'G', 'D', 'G', 'C', 'G', 'C', 'G', 'Am', 'Em', 'C', 'G', 'Am', 'Em', 'Am', 'G', 'D', 'D', 'Am', 'G', 'D', 'B7', 'Em', 'D', 'C', 'G', 'G', 'D', 'Em', 'Em', 'D', 'G', 'D', 'C', 'C', 'D', 'Bm', 'C', 'Em', 'D', 'G', 'D', 'G', 'C', 'G', 'C', 'G', 'Am', 'Em', 'C', 'G', 'Am', 'Em', 'Am', 'G', 'D', 'D', 'Am', 'G', 'D', 'B7', 'Em', 'D', 'C', 'G', 'G', 'D', 'Em', 'Em', 'D', 'G', 'D', 'C', 'C', 'D', 'Bm', 'C', 'Em', 'D', 'G', 'D', 'G', 'Em', 'D', 'C', 'G', 'Am', 'Em', 'D', 'C', 'G', 'D', 'B7', 'Em', 'D', 'C', 'G', 'Am', 'G', 'D', 'Em', 'D', 'C', 'C', 'G', 'Am', 'Em', 'C', 'G', 'Am', 'Em', 'Am', 'G', 'D', 'D', 'Am', 'G', 'D', 'B7', 'Em', 'D', 'C', 'G', 'G', 'D', 'Em', 'Em', 'D', 'G', 'D', 'C', 'C', 'D', 'Bm', 'C', 'Em', 'D', 'G', 'D', 'G', 'C', 'G', 'G', 'D', 'Em', 'Em', 'D', 'G', 'D', 'C', 'C', 'D', 'Bm', 'C', 'Em', 'D', 'G', 'D', 'G', 'C', 'G']"
