Artist,Track,Year,Chords
Neil Diamond,America,1981,"['C', 'C/B', 'Am', 'G', 'F', 'Fsus4', 'F', 'C', 'C/B', 'Am', 'G', 'F', 'Fsus4', 'F', 'C', 'C/B', 'Am', 'Am', 'Em7', 'A7', 'Em7', 'A7', 'D', 'C', 'G', 'C', 'C/B', 'Am', 'G', 'F', 'Fsus4', 'F', 'C', 'C/B', 'Am', 'G', 'F', 'Fsus4', 'F', 'C', 'C/B', 'Am', 'Am', 'G', 'D', 'G', 'D', 'Cmaj7', 'C', 'Bbmaj7', 'Cmaj7', 'Bbmaj7', 'Cmaj7', 'Fmaj7', 'C', 'C/B', 'Am', 'G', 'Am/F#', 'F', 'C', 'C/B', 'Am', 'G', 'F', 'Fsus4', 'F', 'C', 'C/B', 'Am', 'Am', 'Em7', 'A7', 'Em7', 'A7', 'D', 'C', 'G', 'C', 'C/B', 'Am', 'G', 'F', 'Fsus4', 'F', 'C', 'C/B', 'Am', 'G', 'F', 'Fsus4', 'F', 'C', 'C/B', 'Am', 'Am', 'G', 'D', 'G', 'D', 'Cmaj7', 'D', 'G', 'D', 'Cmaj7', 'D', 'G', 'D', 'Cmaj7', 'C', 'C/B', 'Am', 'G', 'F', 'C']"
Franke & The Knockouts,Sweetheart,1981,"['D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'G', 'A', 'D', 'Bm', 'G', 'A', 'G', 'G', 'A', 'Em', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D']"
Champaign,How 'bout Us,1981,"['A', 'Dm', 'A', 'Dm', 'A', 'Dm', 'A', 'Dm', 'A', 'Bm', 'Dm', 'A', 'Bm', 'Dm', 'A', 'Dm', 'A', 'Dm', 'A', 'Dm', 'A', 'Dm', 'A', 'Dm', 'A', 'Dm', 'A', 'A', 'Bm', 'Dm', 'A', 'Bm', 'Dm', 'A', 'Dm', 'A', 'Dm', 'A', 'Dm', 'A', 'Dm', 'F#m', 'C#m', 'Em', 'F', 'C', 'Dm', 'Fm', 'C', 'Dm', 'Fm', 'C', 'Dm', 'Fm', 'C']"
Climax Blues Band,I Love You,1981,"['F', 'Cadd9', 'F', 'Cadd9', 'F', 'Cadd9', 'C', 'F', 'Cadd9', 'F', 'Cadd9', 'F', 'Dm', 'G', 'Am', 'C', 'F', 'Cadd9', 'F', 'Cadd9', 'F', 'Cadd9', 'F', 'Cadd9', 'F', 'Cadd9', 'F', 'Dm', 'G', 'Am', 'C', 'F', 'Cadd9', 'Dm', 'G', 'F', 'F', 'Dm', 'G', 'Am', 'C', 'F', 'Cadd9', 'F', 'C', 'F', 'C']"
Gary U.S. Bonds,This Little Girl,1981,"['Em', 'G', 'D', 'C', 'Em', 'G', 'D', 'C', 'C', 'Em', 'C', 'D', 'Em', 'G', 'D', 'C', 'Em', 'G', 'D', 'Am', 'Em', 'C', 'Em', 'G', 'D', 'C', 'Em', 'G', 'D', 'C', 'C', 'Em', 'C', 'D', 'Em', 'G', 'D', 'C', 'Em', 'G', 'D', 'C', 'Em', 'G', 'D', 'C', 'Em', 'G', 'D', 'C', 'Em', 'G', 'D', 'Em', 'G', 'D', 'Em', 'G', 'D', 'C', 'Em', 'G', 'D', 'C', 'Em', 'G', 'D', 'C', 'Em', 'G', 'D', 'Em', 'G', 'D', 'C']"
Tom Petty And The Heartbreakers,The Waiting,1981,"['A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'Bm', 'G', 'A', 'A', 'G', 'D/F#', 'Asus4', 'D', 'G', 'D/F#', 'Asus4', 'D', 'G', 'D/F#', 'Asus4', 'D', 'G', 'D/F#', 'Asus4', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'Bm', 'G', 'A', 'A', 'G', 'D/F#', 'Asus4', 'D', 'G', 'D/F#', 'Asus4', 'D', 'G', 'D/F#', 'Asus4', 'D', 'G', 'D/F#', 'Asus4', 'D', 'Bm', 'Bm', 'A', 'D', 'G', 'F#', 'A', 'A', 'G', 'D/F#', 'Asus4', 'D', 'G', 'D/F#', 'Asus4', 'D', 'G', 'D/F#', 'Asus4', 'D', 'G', 'D/F#', 'Asus4', 'D', 'G', 'D/F#', 'Asus4', 'D', 'G', 'D/F#', 'Asus4', 'G', 'D/F#', 'Asus4', 'D', 'G', 'D/F#', 'Asus4', 'D']"
Rick Springfield,Jessie's Girl,1981,"['D', 'A', 'Bm', 'G', 'A', 'D', 'D', 'A', 'Bm', 'G', 'A', 'D', 'D', 'A', 'Bm', 'G', 'A', 'D', 'D', 'Bm', 'G', 'A', 'D', 'A', 'D', 'A5', 'B5', 'A5', 'B5', 'A5', 'D', 'A', 'B', 'A', 'Bm', 'G', 'D', 'G', 'A', 'D', 'A', 'Bm', 'G', 'A', 'D', 'D', 'Bm', 'G', 'A', 'D', 'A', 'D', 'A5', 'B5', 'A5', 'B5', 'A5', 'D', 'A', 'B', 'A', 'Bm', 'G', 'D', 'G', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'F#', 'B', 'F#', 'G#m', 'F#', 'G#m', 'F#', 'D', 'Bm', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'A', 'D', 'A5', 'B5', 'A5', 'B5', 'A5', 'D', 'A', 'B', 'A', 'Bm', 'G', 'D', 'G', 'A', 'A', 'D', 'D', 'A', 'Bm', 'A', 'G', 'D', 'A', 'A5', 'Bm', 'B5', 'D', 'D5', 'G', 'G5', 'F#', 'F#5', 'G#m', 'G#5']"
Lee Ritenour,Is It You,1981,"['C', 'F', 'C', 'G', 'C', 'F', 'C', 'G', 'F', 'C', 'C', 'F', 'C', 'C', 'C', 'G', 'C', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'G', 'C', 'F', 'C', 'G', 'C', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C']"
Elton John,Nobody Wins,1981,"['G', 'C', 'D', 'G', 'G/F#', 'Em', 'C', 'D', 'C', 'C/B', 'D', 'G', 'Em', 'D', 'C', 'Am', 'C', 'D', 'G', 'Em', 'D', 'C', 'C/B', 'Am', 'D', 'G', 'G', 'C', 'D', 'G', 'Em', 'C', 'D', 'C', 'C/B', 'D', 'G', 'Em', 'D', 'C', 'Am', 'C', 'D', 'G', 'Em', 'D', 'C', 'C/B', 'Am', 'D', 'G', 'F', 'C', 'Bm', 'E', 'A', 'F#m', 'E', 'D', 'Bm', 'D', 'E', 'A', 'F#m', 'E', 'D', 'Bm', 'E', 'A']"
Santana,Winning,1981,"['D', 'D', 'Bm', 'Em', 'A', 'G', 'A', 'D', 'D', 'D', 'G', 'D', 'A', 'D', 'D', 'G', 'D', 'A', 'G', 'A', 'D', 'D', 'Bm', 'D', 'Bm', 'Em', 'A', 'G', 'A', 'D', 'D', 'D', 'G', 'D', 'A', 'G', 'A', 'D', 'D', 'Bm', 'D', 'Bm', 'Em', 'A', 'G', 'A', 'D', 'D', 'D', 'D', 'D', 'G', 'D', 'A', 'G', 'A', 'D', 'D', 'Bm', 'D', 'Bm', 'Em', 'A', 'G', 'A', 'D', 'E', 'C#m', 'F#m', 'B', 'E', 'C#m', 'E', 'C#m', 'F#m', 'B', 'E']"
Sheena Easton,Modern Girl,1981,"['C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G']"
The Alan Parsons Project,Time,1981,"['F#m', 'Dmaj7', 'Amaj7', 'C#m7', 'Bm7', 'F/B', 'F#m', 'A', 'E', 'F#m', 'F#m', 'A', 'E', 'F#m', 'Dmaj7', 'Amaj7', 'Dmaj7', 'Amaj7', 'Dmaj7', 'C#m7', 'Bm7', 'E', 'F#m', 'A', 'E', 'F#m', 'Dmaj7', 'Amaj7', 'Dmaj7', 'Amaj7', 'Dmaj7', 'C#m7', 'Bm7', 'E', 'F#m', 'A', 'E', 'F#m', 'F#m', 'A', 'E', 'F#m', 'Dmaj7', 'Amaj7', 'Dmaj7', 'Amaj7', 'Dmaj7', 'C#m7', 'Bm7', 'Bm7', 'F/B']"
The Oak Ridge Boys,Elvira,1981,"['C', 'G7', 'C', 'C', 'G7', 'C', 'F', 'C', 'G7', 'C', 'C', 'G7', 'C', 'C', 'G7', 'C', 'C', 'G7', 'C', 'F', 'C', 'G7', 'C', 'C', 'G7', 'C', 'C', 'G7', 'C', 'C#', 'G#7', 'C#', 'C#', 'G#7', 'C#', 'D', 'A7', 'D', 'D', 'A7', 'D', 'D#', 'A#7', 'D#']"
Marty Balin,Hearts,1981,"['FM7', 'Dm7', 'E7', 'Am', 'Dm7', 'E7', 'Am', 'E7', 'FM7', 'Dm7', 'E7', 'Am', 'Dm7', 'E7', 'Am', 'FM7', 'Dm7', 'E7', 'Am', 'Dm7', 'E7', 'Am', 'FM7', 'Dm7', 'E7', 'Am', 'Dm7', 'Em7', 'Am', 'FM7', 'Dm7', 'E7', 'Am', 'Dm7', 'Em7', 'Am', 'FM7', 'Dm7', 'E7', 'Am', 'Dm7', 'E7', 'Am', 'FM7', 'Dm7', 'E7', 'Am', 'Dm7', 'E7', 'Am', 'FM7', 'Dm7', 'E7', 'Am', 'Dm7', 'Em7', 'Am', 'FM7', 'Dm7', 'E7', 'Am', 'Dm7', 'Em7', 'Am', 'FM7', 'Dm7', 'E7', 'Am', 'Dm7', 'E7', 'Am', 'FM7', 'Dm7', 'E7', 'Am', 'Dm7', 'E7', 'Am', 'FM7', 'Dm7', 'E7', 'Am', 'Dm7', 'Em7', 'Am', 'FM7', 'Dm7', 'E7', 'Am', 'Dm7', 'Em7', 'Am', 'Dm7', 'Em7', 'Am', 'E7', 'Dm7', 'Em7', 'FM7', 'Dm7', 'E7', 'Am', 'Dm7', 'E7', 'Am', 'FM7', 'Dm7', 'E7', 'Am', 'Dm7', 'E7', 'Am']"
Stanley Clarke/George Duke,Sweet Baby,1981,"['F#m7', 'E/G#', 'Am6', 'AM7', 'E/G#', 'AM7', 'F#m7', 'E', 'DM7', 'E', 'EM7', 'AM7', 'E', 'C#M', 'AM7', 'E', 'EM7', 'AM7', 'EM7', 'C#m', 'AM7', 'Bm7', 'F#m7', 'E', 'Dm7', 'B', 'E', 'C#m7', 'F#m', 'B', 'E', 'C#m', 'F#m', 'Am', 'C#m', 'B', 'C#m', 'F#m', 'B', 'E', 'C#m', 'F#m', 'Am', 'C#m7', 'G#', 'E', 'EM7', 'A/E', 'C#m', 'AM7', 'E', 'EM7', 'A', 'C#m', 'AM7', 'G#m7', 'F#m6', 'DM7', 'B', 'E', 'C#m', 'F#m', 'B', 'E', 'C#m', 'C#m7', 'B', 'E', 'C#m', 'F#m', 'G', 'EM7', 'C#m', 'F#m', 'G', 'EM7', 'C#m', 'E', 'EM7', 'A/E', 'C#m', 'AM7', 'E', 'EM7', 'A/E', 'E', 'C#m', 'A', 'B']"
Eric Clapton And His Band,I Can't Stand It,1981,"['Dm', 'Am', 'G', 'Dm', 'Am', 'G', 'Dm', 'Am', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am']"
Carole Bayer Sager,Stronger Than Before,1981,"['C#m', 'A', 'C#m', 'A', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'C#m', 'A', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'C#m', 'A', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'E', 'B']"
John O'Banion,Love You Like I Never Loved Before,1981,"['D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'D', 'D', 'G', 'A7', 'D', 'G', 'D', 'D', 'G', 'A', 'D', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'D', 'G', 'D', 'G', 'A', 'D', 'D', 'G', 'D', 'D', 'G', 'A', 'G', 'A', 'A7', 'G', 'A', 'A7', 'G', 'A', 'G', 'D', 'A7', 'A', 'D', 'D', 'G', 'A', 'D', 'G', 'D', 'D', 'G', 'D', 'D', 'G', 'D', 'D', 'G', 'D', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D']"
Tommy James,You're So Easy To Love,1981,"['Bb', 'Gm', 'Bb', 'Gm', 'Cm7', 'F7', 'Bb', 'Cm7', 'F7', 'Bb', 'F7', 'Bb', 'Gm', 'D', 'Gmaj7', 'A7', 'D', 'Eb7', 'Am', 'Dm', 'Am', 'D7', 'G', 'Am', 'G', 'Gm', 'Am7', 'D7', 'G', 'Am7', 'D7', 'Bm', 'Cdim', 'Am', 'Dm', 'Am', 'D7', 'G', 'Am', 'G', 'E7', 'Am', 'Cm6', 'G', 'A#dim', 'B7', 'Am7', 'D7', 'G', 'Fdim', 'Am', 'Dm', 'Am', 'D7', 'G', 'Am', 'G', 'Gm', 'Am7', 'D7', 'G', 'Am7', 'D7', 'Bm', 'Cdim', 'Am', 'Dm', 'Am', 'D7', 'G', 'Am', 'G', 'E7', 'Am', 'Cm6', 'G', 'A#dim', 'B7', 'Am7', 'D7', 'G']"
Stephanie Mills Featuring Teddy Pendergrass,Two Hearts,1981,"['C', 'C4', 'C', 'C4', 'C', 'C4', 'C', 'C4', 'C', 'C4', 'C', 'C4', 'C', 'C4', 'C', 'C4', 'C', 'F', 'C', 'F', 'C', 'C', 'C4', 'C', 'C4', 'C', 'C4', 'C', 'C4', 'C', 'C4', 'C', 'C4', 'C', 'F', 'C', 'F', 'C', 'C4', 'C', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'C', 'C4', 'C', 'C4', 'C', 'C4', 'C', 'C4', 'C', 'C4', 'C', 'C4', 'C', 'F', 'C', 'F', 'C', 'C4', 'C', 'C4', 'C', 'C4', 'C', 'C4', 'C', 'C4', 'C', 'C4', 'C', 'F', 'C', 'F', 'C', 'C4', 'C', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'C', 'C4', 'C', 'F', 'C', 'G', 'F', 'C', 'G', 'C', 'C4', 'C', 'C4', 'C', 'C4', 'C', 'C4', 'C', 'F', 'C', 'F', 'C', 'C4', 'C', 'C4', 'C', 'C4', 'C', 'C4', 'C', 'C4', 'C', 'C4', 'C', 'F', 'C', 'F', 'C', 'C4', 'C', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'C', 'C4', 'C', 'C4', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'C4', 'F', 'G']"
Barbra Streisand,Promises,1981,"['G', 'C', 'G', 'D', 'G', 'G', 'C', 'G', 'D', 'G', 'G', 'C', 'Bm', 'D', 'G', 'C', 'Bm', 'D', 'G', 'G', 'C', 'G', 'D', 'G', 'G7', 'C', 'G', 'Am7', 'G', 'C', 'G', 'Am7', 'G', 'G', 'C', 'Bm', 'D', 'G', 'C', 'Bm', 'D', 'G', 'G', 'C', 'G', 'D', 'G', 'G7', 'C', 'G', 'Am7', 'G', 'C', 'G', 'Am7', 'G', 'G', 'C', 'Bm', 'D', 'G', 'C', 'Bm', 'D', 'G', 'C', 'Bm', 'D', 'G', 'C', 'Bm', 'D', 'G', 'C', 'Bm', 'D', 'G', 'C', 'Bm', 'D']"
Greg Kihn Band,The Breakup Song (They Don't Write 'Em),1981,"['Am', 'F', 'G', 'Am', 'Am', 'F', 'G', 'Am', 'Am', 'F', 'G', 'Am', 'Am', 'F', 'G', 'Am', 'Am', 'F', 'G', 'Am', 'G', 'F', 'F', 'C', 'C', 'G', 'G', 'Dm', 'Dm', 'F', 'F', 'C', 'C', 'G', 'Gsus4', 'G', 'F', 'F', 'C', 'C', 'G', 'G', 'Dm', 'Dm', 'F', 'F', 'C', 'C', 'G', 'Gsus4', 'G']"
Get Wet,Just So Lonely,1981,"['C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F']"
The Pointer Sisters,Slow Hand,1981,"['Em', 'D', 'Em', 'D', 'Bm', 'G', 'Em', 'Em', 'A', 'A', 'D', 'Bm', 'G', 'D', 'Bm', 'G', 'D', 'D', 'Em', 'D', 'Em', 'D', 'Bm', 'G', 'Em', 'Em', 'A', 'A', 'D', 'Bm', 'G', 'D', 'Bm', 'G', 'D', 'D', 'Bm']"
Max Werner,Rain In May,1981,"['Ab', 'Eb', 'Ab', 'Fm', 'Bbm', 'Eb', 'Ab', 'Fm', 'Db', 'Ab', 'Fm', 'Cm', 'Db', 'Ab', 'Ab', 'Eb', 'Ab', 'Fm', 'Bbm', 'Eb', 'Ab', 'Fm', 'Db', 'Ab', 'Fm', 'Cm', 'Db', 'Ab', 'Bb7', 'Eb7', 'Ab', 'Bbm', 'Eb7', 'Ab', 'Bbm', 'Eb7', 'Ab', 'Db', 'Ab', 'Db', 'Ab', 'Eb', 'Fm', 'Cm', 'Db', 'Eb', 'Ab', 'Ab', 'Eb', 'Ab', 'Fm', 'Bbm', 'Eb', 'Ab', 'Fm', 'Db', 'Ab', 'Fm', 'Cm', 'Db', 'Ab', 'Bb7', 'Eb7', 'Ab', 'Bbm', 'Eb7', 'Ab', 'Bbm', 'Eb7', 'Ab', 'Db', 'Ab', 'Db', 'Ab', 'Eb', 'Fm', 'Cm', 'Db', 'Eb', 'Ab', 'Ab', 'Bbm', 'Eb7', 'Ab', 'Bbm', 'Eb7', 'Ab', 'Db', 'Ab', 'Db', 'Ab', 'Eb', 'Fm', 'Cm', 'Db', 'Eb', 'Ab']"
Aretha Franklin,Come To Me,1981,"['G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'C', 'D', 'Em', 'C', 'G', 'C', 'D', 'Em', 'C', 'G', 'C', 'D', 'Em', 'C', 'G', 'C', 'D', 'Em', 'C', 'G', 'D', 'C', 'D', 'C', 'D', 'C', 'D', 'Am', 'G', 'C', 'C', 'D', 'Em', 'C', 'G', 'C', 'D', 'Em', 'C', 'G', 'C', 'D', 'Em', 'C', 'G', 'C', 'D', 'Em', 'C', 'G']"
Rush,Tom Sawyer,1981,"['E', 'E', 'E', 'E', 'E', 'D', 'E', 'A', 'E', 'C', 'E', 'E', 'E', 'D', 'E', 'A', 'E', 'C', 'C', 'G', 'A', 'C', 'G', 'A', 'E', 'E', 'E', 'D', 'E', 'A', 'C', 'B', 'A', 'G', 'F#', 'E', 'E', 'F#', 'G', 'A', 'E', 'C', 'B', 'A', 'E', 'F#', 'G', 'A', 'E', 'C', 'B', 'A', 'E', 'F#', 'G', 'A', 'E', 'C', 'B', 'A', 'E', 'F#', 'G', 'A', 'E', 'C', 'B', 'A', 'B', 'B', 'A', 'G', 'B', 'A', 'G', 'A', 'E', 'E', 'E', 'E', 'E', 'E', 'D', 'E', 'A', 'E', 'C', 'E', 'E', 'E', 'D', 'E', 'A', 'E', 'C', 'C', 'G', 'A', 'C', 'G', 'A', 'E', 'E', 'E', 'D', 'E', 'A', 'C', 'B', 'A', 'G', 'F#', 'E', 'E', 'F#', 'G', 'A', 'E', 'C', 'B', 'A', 'E', 'F#', 'G', 'A', 'E', 'C', 'B', 'A', 'E', 'F#', 'G', 'A', 'E', 'C', 'B', 'A', 'E', 'F#', 'G', 'A', 'E', 'C', 'B', 'A', 'B', 'B', 'A', 'G', 'B', 'A', 'G', 'A', 'E', 'E', 'E', 'F#', 'E', 'F#', 'E', 'F#', 'E', 'F#', 'E', 'F#', 'E', 'F#', 'E', 'F#', 'E', 'F#', 'E', 'F#']"
ABBA,Super Trouper,1981,"['C', 'F', 'C', 'F', 'C', 'G', 'Dm', 'G7', 'G', 'C', 'C', 'Am', 'Dm', 'G7', 'C', 'Em', 'Dm', 'G6', 'G', 'C', 'Em', 'Dm', 'G6', 'G', 'F', 'C', 'F', 'C', 'F', 'C', 'G7', 'C', 'F', 'C', 'F', 'C', 'G', 'Dm', 'G7', 'G', 'C', 'C', 'F', 'C', 'F', 'C', 'G', 'Dm', 'G7', 'G', 'C', 'C', 'Am', 'Dm', 'G7', 'C', 'Em', 'Dm', 'G6', 'G', 'C', 'Em', 'Dm', 'G6', 'G', 'F', 'C', 'F', 'C', 'F', 'C', 'G7', 'C', 'F', 'C', 'F', 'C', 'G', 'Dm', 'G7', 'G', 'C', 'C', 'F', 'C', 'F', 'C', 'G', 'Dm', 'G7', 'G', 'C', 'F', 'C', 'F', 'G', 'C', 'F', 'C', 'F', 'C', 'G', 'C', 'F', 'C', 'F', 'C', 'G', 'Dm', 'G7', 'C', 'C', 'F', 'C', 'F', 'C', 'G', 'Dm', 'G7', 'G', 'C', 'C', 'F', 'C', 'F', 'C', 'G', 'Dm', 'G7', 'G', 'C', 'C', 'F', 'C', 'F', 'C', 'G']"
Alabama,Feels So Right,1981,"['C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'Am', 'F', 'Am', 'F', 'Dm', 'G7', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'Am', 'F', 'Am', 'F', 'Dm', 'G7', 'C', 'F', 'C', 'Em', 'F#m', 'G', 'A', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'Bm', 'G', 'Bm', 'G', 'Em', 'A', 'D', 'G', 'D', 'G', 'D', 'G', 'D']"
Change,Paradise,1981,"['Gm', 'C', 'Dm', 'F', 'Bb', 'F', 'C/E', 'Gm', 'Bb', 'F', 'C', 'Dm', 'Bb', 'F', 'C', 'Dm', 'Bb', 'F', 'C', 'Gm', 'Bb', 'F', 'C', 'Gm', 'Bb', 'F', 'C', 'Gm', 'Bb', 'F', 'C', 'Bb', 'Dm', 'Dm', 'C', 'Gm', 'Bb', 'F', 'C', 'Gm', 'Bb', 'Bb', 'F', 'C', 'Bb', 'F', 'C', 'Gm', 'Bb', 'F', 'C', 'Gm', 'Bb', 'F', 'C', 'Gm', 'C', 'Dm', 'F', 'Bb', 'F', 'C', 'Bb', 'F', 'C', 'Gm', 'Bb', 'F', 'C', 'Gm', 'Bb', 'F', 'C', 'Gm', 'Bb', 'F', 'C', 'Bb', 'Am', 'Dm', 'G', 'Bb', 'Em', 'G', 'Bm', 'D', 'G', 'D', 'A', 'E', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A', 'Em', 'G', 'D', 'A']"
James Taylor & J.D. Souther,Her Town Too,1981,"['Gmaj7', 'F#m7', 'Em9', 'A', 'Bm7', 'A/B', 'Em9', 'A', 'Em9', 'A', 'Em9', 'A', 'Em9', 'A', 'Em9', 'A', 'Em9', 'A', 'Em9', 'A', 'Em9', 'A', 'Em9', 'G/A', 'Dmaj9', 'Gmaj7', 'Bm7', 'F#m7', 'Em7', 'G/A', 'A', 'Em9', 'A', 'Em9', 'A', 'Em9', 'A', 'Em9', 'A', 'Em9', 'A', 'Em9', 'A', 'Em9', 'A', 'Em9', 'Bm7', 'G/A', 'Dmaj9', 'Gmaj7', 'Bm7', 'F#m7', 'Em', 'Em7', 'Em9', 'F#m7', 'Bm7', 'Em7', 'G/A', 'A', 'Em9', 'A', 'Em9', 'A', 'Em9', 'A', 'Em9', 'A', 'Em9', 'A', 'Em9', 'A', 'Em9', 'A', 'Em9', 'G/A', 'Dmaj9', 'Gmaj7', 'Bm7', 'F#m7', 'Em7', 'G/A', 'D', 'Dmaj9', 'Gmaj7', 'G', 'Bm7', 'F#m7', 'Em7', 'A', 'Dmaj9', 'Gmaj7', 'Bm7', 'F#m7', 'Em7', 'G/A', 'D', 'Dmaj9', 'Gmaj7', 'G', 'D']"
Blondie,Rapture,1981,"['Em', 'Am', 'Em7', 'Em', 'F', 'A', 'C', 'G', 'Em', 'Em', 'F', 'A', 'C', 'Em', 'F', 'A', 'C', 'G', 'Em', 'Em', 'Em7', 'Em', 'Em7', 'F', 'A', 'C', 'Em', 'F', 'A', 'C', 'G', 'Em', 'Em', 'Em', 'Em', 'Em7', 'Em', 'Em7', 'Em', 'Em7', 'Em', 'Em7', 'Em', 'Em7', 'Em', 'Em7', 'Em', 'Em7', 'Em', 'Em7', 'Em', 'Em7', 'Em', 'Em7', 'Em', 'Em7', 'Em', 'Em7', 'Em', 'Em7', 'Em', 'Em7', 'Em', 'Em7', 'Em', 'Em7', 'Em', 'Em7', 'Em', 'Em', 'Em', 'A', 'C', 'D', 'E', 'A', 'C', 'D', 'G', 'Em', 'Em']"
